1	5	19	26	547	2
1	5	20	17	613	13
1	5	21	24	865	4
1	5	22	22	1073	7
1	5	23	25	1397	5
1	5	24	25	1626	6
1	5	25	32	2659	2
1	5	26	34	2141	1
1	5	27	28	4496	7
1	5	28	29	15172	18
1	5	29	31	39439	34
1	5	30	30	18302	21
1	5	31	31	27360	22
1	5	32	33	14909	8
1	5	33	30	75768	75
1	5	34	36	8957	2
1	5	35	34	559	0
1	5	36	28	431	1
1	6	0	20	0	0
1	6	1	2	75	60
1	6	2	20	0	0
1	6	3	20	0	0
1	6	4	4	50	18
1	6	5	7	50	11
1	6	6	4	81	31
1	6	7	7	160	34
1	6	8	10	199	21
1	6	9	11	86	8
1	6	10	12	140	9
1	6	11	13	168	9
1	6	12	14	181	7
1	6	13	18	248	4
1	6	14	17	168	4
1	6	15	16	410	12
1	6	16	18	282	5
1	6	17	20	357	4
1	6	18	21	476	4
1	6	19	22	673	5
1	6	20	23	696	4
1	6	21	20	961	11
1	6	22	27	1267	3
1	6	23	23	1705	9
1	6	24	28	1783	3
1	6	25	27	2996	7
1	6	26	28	2675	5
1	6	27	27	5812	13
1	6	28	29	17422	21
1	6	29	33	38667	20
1	6	30	31	17637	14
1	6	31	31	25832	19
1	6	32	31	15423	14
1	6	33	30	73057	71
1	6	34	29	8315	10
1	6	35	34	502	0
1	6	36	33	317	0
1	7	0	20	0	0
1	7	1	2	85	63
1	7	2	20	0	0
1	7	3	20	0	0
1	7	4	4	39	14
1	7	5	2	38	18
1	7	6	7	58	12
1	7	7	8	139	25
1	7	8	11	190	17
1	7	9	11	89	8
1	7	10	12	111	8
1	7	11	13	162	8
1	7	12	12	150	9
1	7	13	15	203	7
1	7	14	15	154	5
1	7	15	14	336	15
1	7	16	19	208	3
1	7	17	18	352	6
1	7	18	19	382	5
1	7	19	21	551	5
1	7	20	22	586	4
1	7	21	24	908	4
1	7	22	25	1064	4
1	7	23	28	1432	3
1	7	24	30	1563	2
1	7	25	26	2741	7
1	7	26	27	2232	5
1	7	27	31	4845	4
1	7	28	31	15375	14
1	7	29	31	39587	32
1	7	30	31	18144	14
1	7	31	31	27282	20
1	7	32	30	15428	15
1	7	33	30	74724	73
1	7	34	35	8800	3
1	7	35	34	543	0
1	7	36	28	372	1
1	8	0	20	0	0
1	8	1	2	74	53
1	8	2	20	0	0
1	8	3	20	0	0
1	8	4	2	35	15
1	8	5	5	59	20
1	8	6	7	73	14
1	8	7	6	157	38
1	8	8	9	231	29
1	8	9	9	90	13
1	8	10	12	120	8
1	8	11	15	155	6
1	8	12	17	130	3
1	8	13	15	242	9
1	8	14	14	153	7
1	8	15	16	403	10
1	8	16	17	268	6
1	8	17	20	368	4
1	8	18	17	454	10
1	8	19	20	604	7
1	8	20	30	624	1
1	8	21	25	1013	4
1	8	22	24	1242	5
1	8	23	24	1633	7
1	8	24	28	1774	3
1	8	25	33	2957	2
1	8	26	27	2446	5
1	8	27	29	5513	7
1	8	28	29	16912	22
1	8	29	30	39046	38
1	8	30	31	17650	16
1	8	31	32	26138	16
1	8	32	35	15970	5
1	8	33	30	73067	72
1	8	34	36	8382	2
1	8	35	34	543	0
1	8	36	33	327	0
1	9	0	20	0	0
1	9	1	2	69	42
1	9	2	20	0	0
1	9	3	20	0	0
1	9	4	5	46	14
1	9	5	5	72	24
1	9	6	8	93	15
1	9	7	7	185	40
1	9	8	10	258	26
1	9	9	11	91	8
1	9	10	12	116	8
1	9	11	14	206	9
1	9	12	14	171	7
1	9	13	13	247	12
1	9	14	24	144	1
1	9	15	17	421	8
1	9	16	19	266	4
1	9	17	17	423	9
1	9	18	21	517	5
1	9	19	20	726	8
1	9	20	30	734	1
1	9	21	22	1058	7
1	9	22	24	1302	6
1	9	23	27	1599	4
1	9	24	26	1835	5
1	9	25	25	2933	9
1	9	26	27	2466	5
1	9	27	28	5750	10
1	9	28	31	17797	15
1	9	29	31	39838	36
1	9	30	30	17746	20
1	9	31	33	24635	12
1	9	32	29	15933	22
1	9	33	30	72268	65
1	9	34	33	8120	5
1	9	35	34	492	0
1	9	36	27	319	1
1	10	0	20	0	0
1	10	1	2	76	62
1	10	2	20	0	0
1	10	3	20	0	0
1	10	4	7	42	9
1	10	5	5	69	23
1	10	6	7	101	20
1	10	7	6	198	45
1	10	8	9	275	38
1	10	9	10	110	11
1	10	10	11	160	13
1	10	11	13	172	10
1	10	12	13	155	8
1	10	13	13	294	15
1	10	14	17	201	5
1	10	15	18	522	9
1	10	16	20	275	3
1	10	17	18	437	8
1	10	18	20	541	6
1	10	19	27	776	2
1	10	20	25	819	3
1	10	21	20	1207	12
1	10	22	25	1451	5
1	10	23	29	1914	3
1	10	24	27	2023	5
1	10	25	33	3360	2
1	10	26	28	2949	5
1	10	27	27	6353	14
1	10	28	31	18172	15
1	10	29	33	38258	18
1	10	30	31	17119	13
1	10	31	31	25370	22
1	10	32	31	16938	15
1	10	33	31	69722	60
1	10	34	34	8000	4
1	10	35	34	507	0
1	10	36	33	306	0
1	11	0	20	0	0
1	11	1	2	67	44
1	11	2	20	0	0
1	11	3	20	0	0
1	11	4	5	49	15
1	11	5	7	56	12
1	11	6	7	70	16
1	11	7	8	169	28
1	11	8	9	186	22
1	11	9	9	100	12
1	11	10	14	123	6
1	11	11	16	174	5
1	11	12	17	166	4
1	11	13	16	243	7
1	11	14	17	160	4
1	11	15	19	422	6
1	11	16	16	276	8
1	11	17	20	404	5
1	11	18	22	522	4
1	11	19	20	665	7
1	11	20	25	736	3
1	11	21	21	1115	9
1	11	22	24	1258	5
1	11	23	23	1664	8
1	11	24	26	1903	5
1	11	25	26	3016	8
1	11	26	30	2657	3
1	11	27	30	6090	6
1	11	28	29	18922	24
1	11	29	31	39051	29
1	11	30	30	17604	18
1	11	31	31	24518	19
1	11	32	31	16939	13
1	11	33	31	70716	63
1	11	34	34	8021	4
1	11	35	34	511	0
1	11	36	33	295	0
1	12	0	20	0	0
1	12	1	2	63	41
1	12	2	20	0	0
1	12	3	20	0	0
1	12	4	6	57	15
1	12	5	6	59	15
1	12	6	6	95	23
1	12	7	8	197	34
1	12	8	9	258	32
1	12	9	9	100	12
1	12	10	11	120	11
1	12	11	11	175	15
1	12	12	15	194	6
1	12	13	15	324	12
1	12	14	19	186	3
1	12	15	15	474	16
1	12	16	14	260	10
1	12	17	14	429	19
1	12	18	18	599	9
1	12	19	19	764	11
1	12	20	20	817	8
1	12	21	24	1179	5
1	12	22	22	1411	10
1	12	23	24	1763	8
1	12	24	22	2068	13
1	12	25	24	3232	13
1	12	26	25	2721	10
1	12	27	30	6412	7
1	12	28	30	18745	19
1	12	29	30	38914	36
1	12	30	32	17137	12
1	12	31	31	24296	18
1	12	32	29	17323	21
1	12	33	31	69726	59
1	12	34	32	7921	5
1	12	35	29	553	1
1	12	36	33	303	0
1	13	0	20	0	0
1	13	1	2	67	46
1	13	2	20	0	0
1	13	3	20	0	0
1	13	4	5	70	21
1	13	5	5	79	24
1	13	6	6	123	30
1	13	7	7	232	49
1	13	8	9	263	35
1	13	9	9	114	15
1	13	10	12	156	10
1	13	11	14	216	10
1	13	12	15	210	7
1	13	13	13	324	18
1	13	14	16	219	6
1	13	15	23	535	3
1	13	16	16	349	9
1	13	17	19	476	6
1	13	18	23	632	4
1	13	19	25	829	3
1	13	20	21	920	8
1	13	21	22	1299	8
1	13	22	25	1544	5
1	13	23	25	2021	7
1	13	24	27	2133	5
1	13	25	27	3402	8
1	13	26	33	2911	2
1	13	27	30	6898	8
1	13	28	32	19521	12
1	13	29	31	38411	28
1	13	30	33	17199	10
1	13	31	32	23719	16
1	13	32	30	17384	19
1	13	33	31	68077	49
1	13	34	33	7742	4
1	13	35	29	518	1
1	13	36	27	283	1
1	14	0	20	0	0
1	14	1	2	55	40
1	14	2	20	0	0
1	14	3	20	0	0
1	14	4	4	53	20
1	14	5	8	73	12
1	14	6	6	115	31
1	14	7	7	238	47
1	14	8	10	274	29
1	14	9	10	110	11
1	14	10	11	143	11
1	14	11	12	201	14
1	14	12	15	202	7
1	14	13	13	341	16
1	14	14	16	231	6
1	14	15	17	461	9
1	14	16	17	341	7
1	14	17	17	495	10
1	14	18	24	667	3
1	14	19	23	891	5
1	14	20	22	922	6
1	14	21	24	1356	6
1	14	22	25	1596	6
1	14	23	25	1995	7
1	14	24	29	2208	3
1	14	25	30	3653	4
1	14	26	30	3170	4
1	14	27	33	7404	4
1	14	28	33	20560	11
1	14	29	32	38303	26
1	14	30	30	16742	19
1	14	31	33	23044	12
1	14	32	30	18110	17
1	14	33	32	66957	44
1	14	34	33	7188	4
1	14	35	34	502	0
1	14	36	33	264	0
1	15	0	20	0	0
1	15	1	2	58	43
1	15	2	20	0	0
1	15	3	20	0	0
1	15	4	4	65	23
1	15	5	6	69	19
1	15	6	6	135	34
1	15	7	8	246	43
1	15	8	9	294	36
1	15	9	10	102	11
1	15	10	11	144	11
1	15	11	15	230	8
1	15	12	13	243	13
1	15	13	14	339	14
1	15	14	15	243	8
1	15	15	15	591	18
1	15	16	17	391	8
1	15	17	18	563	9
1	15	18	19	704	10
1	15	19	24	912	4
1	15	20	22	938	6
1	15	21	21	1494	12
1	15	22	26	1746	5
1	15	23	26	2076	6
1	15	24	25	2420	9
1	15	25	27	3837	8
1	15	26	31	3199	3
1	15	27	31	7683	7
1	15	28	33	20423	11
1	15	29	31	37182	27
1	15	30	29	16804	20
1	15	31	32	23535	15
1	15	32	30	18349	18
1	15	33	31	65820	59
1	15	34	36	7320	2
1	15	35	34	460	0
1	15	36	26	256	1
1	16	0	20	0	0
1	16	1	2	63	43
1	16	2	20	0	0
1	16	3	20	0	0
1	16	4	3	42	16
1	16	5	6	73	20
1	16	6	7	106	23
1	16	7	7	200	44
1	16	8	9	242	29
1	16	9	12	115	8
1	16	10	10	125	13
1	16	11	12	205	14
1	16	12	14	190	8
1	16	13	14	299	13
1	16	14	16	205	6
1	16	15	16	538	13
1	16	16	16	351	9
1	16	17	18	522	8
1	16	18	24	626	3
1	16	19	23	849	5
1	16	20	31	878	1
1	16	21	32	1322	1
1	16	22	28	1566	3
1	16	23	26	1964	6
1	16	24	27	2261	5
1	16	25	27	3561	7
1	16	26	27	3007	6
1	16	27	30	7258	8
1	16	28	30	20499	23
1	16	29	31	38085	31
1	16	30	32	16748	12
1	16	31	31	23212	19
1	16	32	34	18323	7
1	16	33	32	67158	42
1	16	34	35	7566	3
1	16	35	34	479	0
1	16	36	32	241	0
1	17	0	20	0	0
1	17	1	2	57	41
1	17	2	20	0	0
1	17	3	20	0	0
1	17	4	6	53	14
1	17	5	6	71	17
1	17	6	6	114	31
1	17	7	6	236	54
1	17	8	10	248	27
1	17	9	9	88	11
1	17	10	12	134	9
1	17	11	10	195	18
1	17	12	16	188	5
1	17	13	14	322	12
1	17	14	18	224	4
1	17	15	17	558	12
1	17	16	17	371	8
1	17	17	21	538	5
1	17	18	20	669	7
1	17	19	18	905	14
1	17	20	19	952	12
1	17	21	22	1497	10
1	17	22	25	1755	6
1	17	23	25	2159	7
1	17	24	32	2321	2
1	17	25	29	3668	5
1	17	26	31	3178	3
1	17	27	31	7534	7
1	17	28	31	21265	16
1	17	29	32	37707	25
1	17	30	34	16246	7
1	17	31	30	22893	22
1	17	32	34	18532	8
1	17	33	32	66125	43
1	17	34	36	7377	2
1	17	35	34	477	0
1	17	36	32	213	0
1	18	0	20	0	0
1	18	1	2	51	41
1	18	2	20	0	0
1	18	3	20	0	0
1	18	4	6	75	21
1	18	5	6	71	20
1	18	6	6	124	33
1	18	7	8	236	41
1	18	8	10	252	28
1	18	9	12	114	8
1	18	10	11	138	11
1	18	11	14	216	9
1	18	12	16	199	6
1	18	13	19	311	4
1	18	14	16	234	7
1	18	15	18	491	9
1	18	16	21	343	3
1	18	17	17	557	11
1	18	18	24	704	3
1	18	19	22	912	6
1	18	20	22	951	7
1	18	21	24	1480	6
1	18	22	24	1646	7
1	18	23	27	2143	5
1	18	24	26	2334	7
1	18	25	25	3608	12
1	18	26	33	3251	2
1	18	27	31	7359	6
1	18	28	32	20018	14
1	18	29	32	38355	26
1	18	30	31	16525	15
1	18	31	35	23090	7
1	18	32	31	18337	14
1	18	33	31	66275	58
1	18	34	31	7686	7
1	18	35	34	527	0
1	18	36	32	251	0
1	19	0	20	0	0
1	19	1	2	73	48
1	19	2	20	0	0
1	19	3	20	0	0
1	19	4	4	53	19
1	19	5	9	68	10
1	19	6	6	132	33
1	19	7	8	171	30
1	19	8	11	216	19
1	19	9	11	74	7
1	19	10	10	124	13
1	19	11	13	183	9
1	19	12	15	178	6
1	19	13	20	332	4
1	19	14	18	240	4
1	19	15	19	461	6
1	19	16	19	295	4
1	19	17	18	510	8
1	19	18	20	686	7
1	19	19	24	821	4
1	19	20	25	868	3
1	19	21	25	1372	5
1	19	22	25	1621	6
1	19	23	26	1972	5
1	19	24	24	2332	10
1	19	25	26	3706	9
1	19	26	28	3157	5
1	19	27	29	7587	10
1	19	28	31	20806	18
1	19	29	31	38657	32
1	19	30	32	16263	12
1	19	31	32	22615	15
1	19	32	31	18535	15
1	19	33	31	66467	59
1	19	34	33	7558	4
1	19	35	34	500	0
1	19	36	26	245	1
1	20	0	20	0	0
1	20	1	2	65	49
1	20	2	20	0	0
1	20	3	20	0	0
1	20	4	6	56	16
1	20	5	5	100	29
1	20	6	7	123	23
1	20	7	8	219	37
1	20	8	10	248	28
1	20	9	11	129	11
1	20	10	13	134	7
1	20	11	15	217	8
1	20	12	13	187	10
1	20	13	15	365	11
1	20	14	17	247	6
1	20	15	20	607	6
1	20	16	18	433	7
1	20	17	18	606	10
1	20	18	21	744	7
1	20	19	22	997	7
1	20	20	23	994	5
1	20	21	25	1509	5
1	20	22	25	1896	6
1	20	23	26	2264	6
1	20	24	26	2438	6
1	20	25	27	3989	9
1	20	26	28	3356	6
1	20	27	30	8314	9
1	20	28	28	21845	32
1	20	29	31	37091	32
1	20	30	32	16181	11
1	20	31	31	22240	17
1	20	32	32	19384	14
1	20	33	31	64125	51
1	20	34	30	7042	7
1	20	35	29	499	1
1	20	36	32	227	0
1	21	0	20	0	0
1	21	1	2	63	44
1	21	2	20	0	0
1	21	3	20	0	0
1	21	4	2	71	32
1	21	5	5	95	29
1	21	6	6	149	40
1	21	7	8	229	38
1	21	8	10	290	30
1	21	9	10	132	15
1	21	10	11	154	14
1	21	11	17	267	6
1	21	12	13	206	10
1	21	13	14	354	14
1	21	14	16	271	8
1	21	15	17	614	13
1	21	16	19	503	7
1	21	17	24	649	3
1	21	18	21	815	7
1	21	19	21	1038	9
1	21	20	25	1060	4
1	21	21	23	1624	8
1	21	22	27	1821	4
1	21	23	25	2305	8
1	21	24	25	2586	8
1	21	25	27	4181	8
1	21	26	29	3559	5
1	21	27	27	8605	16
1	21	28	31	22454	18
1	21	29	32	36469	23
1	21	30	31	16154	13
1	21	31	33	21801	12
1	21	32	34	19574	8
1	21	33	31	63255	47
1	21	34	36	6756	2
1	21	35	34	553	0
1	21	36	25	216	1
1	22	0	20	0	0
1	22	1	2	68	49
1	22	2	20	0	0
1	22	3	20	0	0
1	22	4	6	80	19
1	22	5	5	83	25
1	22	6	5	154	44
1	22	7	8	225	38
1	22	8	9	309	39
1	22	9	11	132	10
1	22	10	14	161	7
1	22	11	15	226	8
1	22	12	13	204	10
1	22	13	12	377	22
1	22	14	17	256	6
1	22	15	18	588	10
1	22	16	17	480	10
1	22	17	26	620	2
1	22	18	25	816	3
1	22	19	23	1013	6
1	22	20	29	1133	2
1	22	21	26	1615	5
1	22	22	25	1987	7
1	22	23	26	2342	6
1	22	24	26	2620	7
1	22	25	29	3932	5
1	22	26	30	3470	4
1	22	27	29	8313	12
1	22	28	34	21936	10
1	22	29	32	37037	26
1	22	30	30	16114	18
1	22	31	29	22041	26
1	22	32	31	19699	17
1	22	33	31	63161	51
1	22	34	32	6959	5
1	22	35	29	527	1
1	22	36	32	203	0
1	23	0	20	0	0
1	23	1	2	66	47
1	23	2	20	0	0
1	23	3	20	0	0
1	23	4	5	62	20
1	23	5	4	73	26
1	23	6	6	141	35
1	23	7	8	208	32
1	23	8	11	299	25
1	23	9	12	115	8
1	23	10	13	160	9
1	23	11	12	276	17
1	23	12	16	227	6
1	23	13	15	394	13
1	23	14	19	256	4
1	23	15	17	592	13
1	23	16	17	425	10
1	23	17	19	638	8
1	23	18	25	742	3
1	23	19	24	1015	5
1	23	20	26	1082	3
1	23	21	25	1527	5
1	23	22	27	1926	4
1	23	23	26	2328	7
1	23	24	26	2570	7
1	23	25	29	3909	6
1	23	26	27	3312	7
1	23	27	27	8736	17
1	23	28	32	22734	15
1	23	29	33	36525	19
1	23	30	33	16297	9
1	23	31	32	21529	15
1	23	32	32	19955	13
1	23	33	31	63084	46
1	23	34	30	6948	7
1	23	35	34	520	0
1	23	36	32	196	0
1	24	0	20	0	0
1	24	1	2	74	55
1	24	2	20	0	0
1	24	3	20	0	0
1	24	4	4	90	35
1	24	5	5	127	44
1	24	6	6	198	46
1	24	7	9	310	40
1	24	8	9	379	46
1	24	9	9	129	17
1	24	10	13	176	10
1	24	11	13	288	14
1	24	12	14	278	12
1	24	13	17	451	10
1	24	14	20	313	4
1	24	15	20	772	9
1	24	16	18	522	9
1	24	17	20	741	8
1	24	18	22	936	6
1	24	19	23	1177	7
1	24	20	26	1260	4
1	24	21	23	1864	10
1	24	22	23	2246	12
1	24	23	26	2717	8
1	24	24	28	2951	5
1	24	25	27	4423	10
1	24	26	29	3852	5
1	24	27	30	9594	10
1	24	28	31	23328	18
1	24	29	32	34986	25
1	24	30	34	15566	7
1	24	31	31	21276	17
1	24	32	33	20355	11
1	24	33	31	60349	46
1	24	34	34	6472	3
1	24	35	29	502	1
1	24	36	32	165	0
1	25	0	20	0	0
1	25	1	2	53	41
1	25	2	20	0	0
1	25	3	20	0	0
1	25	4	6	73	18
1	25	5	6	74	20
1	25	6	7	162	35
1	25	7	7	245	49
1	25	8	9	307	42
1	25	9	10	132	13
1	25	10	11	160	12
1	25	11	14	281	13
1	25	12	13	241	14
1	25	13	19	386	5
1	25	14	17	326	7
1	25	15	18	597	10
1	25	16	17	470	10
1	25	17	23	717	4
1	25	18	22	900	6
1	25	19	22	1099	7
1	25	20	25	1196	4
1	25	21	24	1595	7
1	25	22	28	2023	4
1	25	23	30	2527	3
1	25	24	26	2840	7
1	25	25	27	4159	9
1	25	26	29	3492	5
1	25	27	31	9093	8
1	25	28	30	23227	22
1	25	29	32	35855	23
1	25	30	30	15882	16
1	25	31	32	21388	14
1	25	32	29	20824	27
1	25	33	32	61219	42
1	25	34	34	6602	3
1	25	35	34	558	0
1	25	36	32	177	0
1	26	0	20	0	0
1	26	1	2	53	39
1	26	2	20	0	0
1	26	3	20	0	0
1	26	4	5	152	46
1	26	5	5	168	54
1	26	6	6	288	75
1	26	7	7	424	88
1	26	8	8	481	74
1	26	9	12	217	14
1	26	10	10	220	21
1	26	11	13	354	18
1	26	12	15	306	11
1	26	13	16	475	12
1	26	14	16	348	10
1	26	15	18	841	14
1	26	16	19	569	8
1	26	17	22	822	6
1	26	18	23	1036	6
1	26	19	21	1274	10
1	26	20	24	1310	6
1	26	21	29	1889	3
1	26	22	24	2425	10
1	26	23	28	2807	5
1	26	24	26	3179	9
1	26	25	29	4679	7
1	26	26	28	3910	7
1	26	27	33	9937	6
1	26	28	31	24043	18
1	26	29	32	34379	23
1	26	30	31	15439	12
1	26	31	33	20498	12
1	26	32	30	20371	21
1	26	33	31	59045	46
1	26	34	34	6265	3
1	26	35	34	505	0
1	26	36	32	164	0
1	27	0	20	0	0
1	27	1	2	67	48
1	27	2	20	0	0
1	27	3	20	0	0
1	27	4	6	165	47
1	27	5	5	192	68
1	27	6	7	315	70
1	27	7	7	468	90
1	27	8	9	489	68
1	27	9	11	220	19
1	27	10	11	254	19
1	27	11	13	385	20
1	27	12	13	304	16
1	27	13	15	539	16
1	27	14	16	415	11
1	27	15	18	863	15
1	27	16	21	587	5
1	27	17	19	890	12
1	27	18	21	1071	9
1	27	19	20	1309	15
1	27	20	22	1493	10
1	27	21	26	2036	6
1	27	22	25	2340	8
1	27	23	26	2814	7
1	27	24	26	3205	8
1	27	25	27	4750	9
1	27	26	29	3988	6
1	27	27	30	10142	10
1	27	28	31	24495	20
1	27	29	31	33504	28
1	27	30	32	15173	11
1	27	31	31	20686	17
1	27	32	32	20901	13
1	27	33	32	57991	37
1	27	34	31	6150	5
1	27	35	34	489	0
1	27	36	32	163	0
1	28	0	20	0	0
1	28	1	2	65	47
1	28	2	20	0	0
1	28	3	20	0	0
1	28	4	6	148	40
1	28	5	6	193	54
1	28	6	5	317	95
1	28	7	6	453	103
1	28	8	8	490	71
1	28	9	10	207	19
1	28	10	11	255	19
1	28	11	12	359	23
1	28	12	14	334	14
1	28	13	16	490	13
1	28	14	14	422	16
1	28	15	18	794	14
1	28	16	19	576	7
1	28	17	20	857	9
1	28	18	21	1068	10
1	28	19	21	1253	11
1	28	20	26	1351	4
1	28	21	23	1905	10
1	28	22	27	2267	5
1	28	23	25	2783	9
1	28	24	26	3109	9
1	28	25	28	4537	8
1	28	26	25	3788	12
1	28	27	31	10037	8
1	28	28	30	23468	23
1	28	29	30	34602	33
1	28	30	30	15728	16
1	28	31	34	20476	9
1	28	32	31	20535	18
1	28	33	32	58993	36
1	28	34	31	6338	6
1	28	35	29	494	1
1	28	36	32	177	0
1	29	0	20	0	0
1	29	1	2	79	57
1	29	2	20	0	0
1	29	3	20	0	0
1	29	4	4	151	55
1	29	5	5	187	63
1	29	6	6	279	64
1	29	7	7	399	89
1	29	8	8	450	68
1	29	9	10	219	25
1	29	10	12	245	17
1	29	11	13	382	21
1	29	12	13	318	15
1	29	13	15	502	15
1	29	14	18	367	6
1	29	15	19	820	11
1	29	16	21	614	5
1	29	17	21	845	7
1	29	18	19	1018	12
1	29	19	25	1211	4
1	29	20	24	1358	6
1	29	21	25	1973	7
1	29	22	30	2306	3
1	29	23	26	2868	7
1	29	24	30	3270	4
1	29	25	25	4695	15
1	29	26	30	3929	4
1	29	27	30	10000	10
1	29	28	32	23751	17
1	29	29	31	34286	28
1	29	30	31	15509	13
1	29	31	31	20404	16
1	29	32	29	21194	30
1	29	33	31	58179	46
1	29	34	33	6376	4
1	29	35	34	522	0
1	29	36	32	158	0
1	30	0	20	0	0
1	30	1	2	66	45
1	30	2	20	0	0
1	30	3	20	0	0
1	30	4	5	169	60
1	30	5	5	186	63
1	30	6	6	317	78
1	30	7	7	456	96
1	30	8	8	497	71
1	30	9	10	196	19
1	30	10	12	266	17
1	30	11	15	415	14
1	30	12	12	377	23
1	30	13	16	568	14
1	30	14	14	441	17
1	30	15	18	859	14
1	30	16	18	598	10
1	30	17	19	866	11
1	30	18	22	1154	7
1	30	19	21	1233	11
1	30	20	25	1422	5
1	30	21	26	1992	5
1	30	22	25	2397	9
1	30	23	28	2980	5
1	30	24	25	3376	11
1	30	25	26	4842	12
1	30	26	29	4025	6
1	30	27	32	10461	7
1	30	28	30	24154	27
1	30	29	32	33522	22
1	30	30	32	15301	11
1	30	31	31	20427	17
1	30	32	30	21581	23
1	30	33	31	56822	43
1	30	34	35	6175	2
1	30	35	29	544	1
1	30	36	32	167	0
1	31	0	20	0	0
1	31	1	2	63	48
1	31	2	20	0	0
1	31	3	20	0	0
1	31	4	5	186	64
1	31	5	4	197	73
1	31	6	7	376	82
1	31	7	7	468	103
1	31	8	8	600	94
1	31	9	10	239	24
1	31	10	12	290	20
1	31	11	14	481	19
1	31	12	16	382	11
1	31	13	15	613	19
1	31	14	16	468	13
1	31	15	17	960	18
1	31	16	17	748	16
1	31	17	19	1007	12
1	31	18	21	1248	11
1	31	19	20	1543	17
